1 114 106
2 236 140
3 340 166
4 422 196
5 512 226
6 584 248
7 660 274
8 724 306
9 776 320
10 808 300
11 842 268
12 868 248
13 892 236
14 920 222
15 946 204
16 972 196
17 998 184
18 1008 184
19 1044 178
20 1062 172
21 1082 166
22 1106 170
23 1128 168
24 1140 174
25 1164 182
26 1178 184
27 1190 190
28 1172 186
29 1092 172
30 1026 160
31 948 156
32 862 140
33 762 124
34 662 118
35 562 110
36 444 108
37 316 94
38 160 88
39 22 86
94 132 6
95 218 30
96 290 54
97 358 72
98 432 98
99 496 118
100 542 136
101 606 164
102 656 180
103 686 200
104 732 222
105 774 236
106 812 264
107 844 270
108 858 260
109 870 242
110 882 232
111 896 214
112 914 198
113 916 198
114 938 194
115 946 184
116 954 176
117 966 174
118 976 174
119 986 174
120 998 174
121 1008 178
122 1022 182
123 1018 184
124 980 190
125 938 194
126 898 198
127 850 202
128 806 218
129 756 224
130 706 242
131 658 260
132 590 270
133 538 306
134 458 316
135 406 306
136 344 302
137 284 298
138 218 292
139 146 294
140 70 294
